,city,category,amount
40899,Mississauga,Limos,2
40900,Queen Creek, Laundry Services,2
40901,Savoy, Nail Salons,2
40902,Mentor,Building Supplies,2
40903,Fountain Hills, Bike Repair/Maintenance,2
40904,Lakewood,Donuts,2
40905,Cave Creek, Discount Store,2
40906,Sun City,Ophthalmologists,2
40907,Greenfield Park, Fast Food,2
40908,Vaughan,Caribbean,2
40909,Parma, Internet Service Providers,2
40910,Gilbert, Dog Parks,2
40911,Homestead,Sandwiches,2
40912,Shaker Heights,Beauty & Spas,2
40913,Medina, Men's Hair Salons,2
40914,Verdun,Beauty & Spas,2
40915,Lorain,Delis,2
40916,North Las Vegas, Ramen,2
40917,Litchfield Park, Diagnostic Services,2
40918,Markham, Music Venues,2
40919,Peoria,Food Delivery Services,2
40920,New Kensington, Bakeries,2
40921,Charlotte,Salvadoran,2
40922,Saint-Sauveur,Mediterranean,2
40923,Henderson, Bail Bondsmen,2
40924,Fort Mill,Barbers,2
40925,Parma, Roofing,2
40926,Peoria, Outdoor Furniture Stores,2
40927,Glendale, Farms,2
40928,Mesa,Fishing,2
40929,Hudson, Country Clubs,2
40930,Carnegie, Salad,2
40931,Fairlawn, Art Supplies,2
40932,Sun Lakes, Burgers,2
40933,St-Bruno-de-Montarville, Restaurants,2
40934,Mentor, Bed & Breakfast,2
40935,Stow, Makeup Artists,2
40936,Las Vegas,Bookkeepers,2
40937,Broadview Heights, Orthodontists,2
40938,Charlotte,Yelp Events,2
40939,Fairlawn, Arts & Entertainment,2
40940,Westmount, Hair Salons,2
40941,East Pittsburgh, Nightlife,2
40942,Stow, Watches,2
40943,Vaughan,Child Care & Day Care,2
40944,University Heights, Salad,2
40945,St-Jerome, Burgers,2
40946,Mesa,Tea Rooms,2
40947,Elyria, Snow Removal,2
40948,Brampton,Ice Cream & Frozen Yogurt,2
40949,Canonsburg, Buffets,2
40950,Georgetown, Chicken Wings,2
40951,Buckeye,Golf,2
40952,Mississauga, Guitar Stores,2
40953,Orange, Hotels,2
40954,Champaign, Drywall Installation & Repair,2
40955,Maple,Car Dealers,2
40956,Richmond Hill, Orthodontists,2
40957,North York, Middle Schools & High Schools,2
40958,Sun City West, Insurance,2
40959,Newmarket, Department Stores,2
40960,Beachwood, Vintage & Consignment,2
40961,Surprise, Mortgage Lenders,2
40962,Avon Lake, Water Heater Installation/Repair,2
40963,Mesa,Halal,2
40964,Akron,Beer,2
40965,Matthews,Wine Bars,2
40966,Tolleson, Nurseries & Gardening,2
40967,Apache Junction, Breakfast & Brunch,2
40968,Sewickley, Chocolatiers & Shops,2
40969,Boulder City,Heating & Air Conditioning/HVAC,2
40970,Thornhill,Massage,2
40971,Seven Hills, Chicken Wings,2
40972,Saint-Bernard-de-Lacolle, Flowers & Gifts,2
40973,Newmarket, Steakhouses,2
40974,Whitchurch-Stouffville,Fast Food,2
40975,Gilbert,DJs,2
40976,Scottsdale, Pretzels,2
40977,Montréal,Bowling,2
40978,Monona, Massage,2
40979,Seven Hills, Physical Therapy,2
40980,Litchfield Park, Retirement Homes,2
40981,Cleveland, Lighting Fixtures & Equipment,2
40982,Markham,Middle Eastern,2
40983,Fort Mill, Surgeons,2
40984,Macedonia,Gas Stations,2
40985,Middleton, Building Supplies,2
40986,Markham, Taxis,2
40987,Brampton, Custom Cakes,2
40988,Vaughan, Car Stereo Installation,2
40989,Monroe, Buffets,2
40990,Peoria,Roofing,2
40991,Las Vegas,Public Art,2
40992,Cleveland, Utilities,2
40993,North Las Vegas, Driving Schools,2
40994,Whitby,Hair Salons,2
40995,Scarborough, Used,2
40996,Gibsonia, Notaries,2
40997,Avondale, Endodontists,2
40998,Matthews,Skin Care,2
40999,Twinsburg,Shopping,2
41000,Lasalle, Mediterranean,2
41001,Mississauga,Carpet Cleaning,2
41002,Pittsburgh,Tennis,2
41003,Lakewood, Real Estate Services,2
41004,Scottsdale, Medical Law,2
41005,Newmarket,Dry Cleaning & Laundry,2
41006,Urbana, Music & DVDs,2
41007,Fountain Hills, Beer Bar,2
41008,Cleveland, Naturopathic/Holistic,2
41009,Parma Heights, Furniture Stores,2
41010,Hinckley, Restaurants,2
41011,Goodyear,Obstetricians & Gynecologists,2
41012,Montréal,Beer Bar,2
41013,Avondale, Dog Walkers,2
41014,Canonsburg, Tex-Mex,2
41015,Concord, Musical Instrument Services,2
41016,Nobleton, Canadian (New),2
41017,North Las Vegas,Security Systems,2
41018,Gilbert, Taekwondo,2
41019,Gibsonia, Door Sales/Installation,2
41020,Thornhill, Noodles,2
41021,Gilbert, Swimwear,2
41022,Gilbert, TV Mounting,2
41023,Beachwood, Mobile Phones,2
41024,Euclid, Pest Control,2
41025,Beachwood, Waxing,2
41026,Macedonia,Italian,2
41027,Cleveland,Carpet Installation,2
41028,Peoria, Noodles,2
41029,Paradise Valley, Plastic Surgeons,2
41030,Mentor,Diners,2
41031,Glendale, Auto Security,2
41032,North Las Vegas, Hobby Shops,2
41033,Maple Heights, Automotive,2
41034,Goodyear,Hospitals,2
41035,Mont-Royal,Pizza,2
41036,Montréal,Spiritual Shop,2
41037,Euclid, Body Shops,2
41038,Parma, Formal Wear,2
41039,Cave Creek, Drywall Installation & Repair,2
41040,Vaudreuil-Dorion, Lebanese,2
41041,Avon, Interior Design,2
41042,Middleton, Golf,2
41043,Pineville, General Dentistry,2
41044,Middleton,Fitness & Instruction,2
41045,Oakville, Hobby Shops,2
41046,Woodmere, American (New),2
41047,Queen Creek,American (Traditional),2
41048,Madison,Dog Walkers,2
41049,Sun City, Carpet Cleaning,2
41050,Twinsburg, Donuts,2
41051,Medina, Limos,2
41052,Scottsdale, EV Charging Stations,2
41053,Mahomet, Convenience Stores,2
41054,Las Vegas, Airsoft,2
41055,Columbia Station,Restaurants,2
41056,Sun Lakes, Drugstores,2
41057,Homestead, Sports Wear,2
41058,Glendale, Awnings,2
41059,Vaughan,Bespoke Clothing,2
41060,Wickliffe, Caterers,2
41061,Madison, Spiritual Shop,2
41062,Cuyahoga Falls, Cupcakes,2
41063,Broadview Heights, Seafood,2
41064,Westmount,Grocery,2
41065,Pittsburgh, Farming Equipment,2
41066,Sun Prairie, Oral Surgeons,2
41067,Thornhill,Health Markets,2
41068,Dollard-des-Ormeaux,Salad,2
41069,Monroeville, Oral Surgeons,2
41070,Castle Shannon,Restaurants,2
41071,Moreland Hills, Wine & Spirits,2
41072,Olmsted Falls,Parks,2
41073,Seven Hills, Nightlife,2
41074,Streetsboro,Professional Services,2
41075,Indian Trail,Tanning Beds,2
41076,Beauharnois, Burgers,2
41077,Lake Wylie, Used,2
41078,Bridgeville,Auto Repair,2
41079,West View, Restaurants,2
41080,Bay Village, Fitness & Instruction,2
41081,Euclid, Coffee & Tea,2
41082,Avondale, Wine Bars,2
41083,Dollard-Des Ormeaux,Restaurants,2
41084,Brunswick,Transmission Repair,2
41085,McMurray, Mags,2
41086,Mesa,Uniforms,2
41087,Akron,Buffets,2
41088,Stanley,Restaurants,2
41089,Pickering, Tex-Mex,2
41090,Concord, Pressure Washers,2
41091,Robinson Township, Automotive,2
41092,Brampton, Gas Stations,2
41093,Fountain Hills, Post Offices,2
41094,Sewickley,Ear Nose & Throat,2
41095,Solon, Barre Classes,2
41096,Phoenix,Meditation Centers,2
41097,Aurora, Kitchen & Bath,2
41098,Urbana, Garage Door Services,2
41099,Amherst, Desserts,2
41100,Litchfield Park, RV Repair,2
41101,Lyndhurst, Education,2
41102,Henderson, Colonics,2
41103,Avondale, Thrift Stores,2
41104,Tempe, Hazardous Waste Disposal,2
41105,Mayfield Heights,Hair Salons,2
41106,Beachwood, Movers,2
41107,Fairlawn,Local Services,2
41108,Monroeville, Fitness/Exercise Equipment,2
41109,Cleveland, Boot Camps,2
41110,Piedmont, Restaurants,2
41111,Buckeye,Middle Schools & High Schools,2
41112,West Mifflin, Drugstores,2
41113,Indian Land, Drugstores,2
41114,Toronto,Soul Food,2
41115,Stow, Greek,2
41116,Pierrefonds, Breakfast & Brunch,2
41117,Denver, Buffets,2
41118,Bolton, Breakfast & Brunch,2
41119,Pineville, Amusement Parks,2
41120,Pittsburgh,Acai Bowls,2
41121,Bolton, Chicken Wings,2
41122,Higley, Pets,2
41123,Fountain Hills, Physical Therapy,2
41124,Concord,Specialty Schools,2
41125,Sun Prairie, Kitchen & Bath,2
41126,Saint-Constant, Greek,2
41127,Mahomet,Pet Services,2
41128,Bois-des-Filion, Sushi Bars,2
41129,Saint-Jerome, Shopping,2
41130,Middleburg Heights,Auto Parts & Supplies,2
41131,Toronto, Zoos,2
41132,Avon,Doctors,2
41133,Montreal, Professional Services,2
41134,Goodyear, Flight Instruction,2
41135,Akron, Kids Activities,2
41136,Richmond Hill, French,2
41137,Ajax, Professional Services,2
41138,Charlotte, Cannabis Clinics,2
41139,Lyndhurst, Session Photography,2
41140,Willoughby Hills, Drugstores,2
41141,Tolleson, Eyelash Service,2
41142,Concord, Hobby Shops,2
41143,Cleveland Heights,Cinema,2
41144,Brecksville, Masonry/Concrete,2
41145,Richfield, Auto Repair,2
41146,Madison,Cocktail Bars,2
41147,Fort Mill, Jewelry Repair,2
41148,Lakewood, Accountants,2
41149,Charlotte, Beaches,2
41150,Mentor,Car Rental,2
41151,Bethel Park, Sushi Bars,2
41152,Garfield Heights,Health & Medical,2
41153,Bethel Park, Drugstores,2
41154,Champaign,Airport Shuttles,2
41155,Cleveland, Workers Compensation Law,2
41156,Monroeville,Sandwiches,2
41157,North Las Vegas,Community Service/Non-Profit,2
41158,Twinsburg, Coffee & Tea,2
41159,Cleveland, Ethnic Grocery,2
41160,Charlotte, Paint-Your-Own Pottery,2
41161,Sun City,Home & Garden,2
41162,Laveen, Tacos,2
41163,Shaker Heights, Middle Schools & High Schools,2
41164,Brunswick, General Dentistry,2
41165,Scottsdale,Test Preparation,2
41166,Rock Hill, Family Practice,2
41167,Brossard,Mediterranean,2
41168,Mississauga, Pawn Shops,2
41169,Ajax, Desserts,2
41170,Goodyear,Child Care & Day Care,2
41171,Etobicoke, Dog Walkers,2
41172,Akron, Dry Cleaning,2
41173,Phoenix, Interlock Systems,2
41174,Tempe,Skate Shops,2
41175,North Royalton, Landscaping,2
41176,Surprise, Tax Services,2
41177,Gilbert,Public Services & Government,2
41178,Markham, Jewelry Repair,2
41179,Madison,Taxis,2
41180,Gilbert, Beer Gardens,2
41181,Markham,Hong Kong Style Cafe,2
41182,Canonsburg, Laundry Services,2
41183,Black Earth, Food,2
41184,Vaughan, Drugstores,2
41185,Dollard-des-Ormeaux, Cocktail Bars,2
41186,Cleveland, Bike Repair/Maintenance,2
41187,Matthews, Vehicle Wraps,2
41188,Matthews,Towing,2
41189,Fort Mill, Music Venues,2
41190,Laval,Medical Centers,2
41191,Brossard, American (Traditional),2
41192,Scottsdale, Oxygen Bars,2
41193,Thornhill,Canadian (New),2
41194,Wexford, Auto Glass Services,2
41195,Akron, Watches,2
41196,Chandler,Air Duct Cleaning,2
41197,Matthews, Music & Video,2
41198,Sun City West, Skin Care,2
41199,Lakewood,Mexican,2
41200,North Olmsted,Pediatric Dentists,2
41201,Pineville, Pakistani,2
41202,Sewickley, Specialty Schools,2
41203,Champaign, Office Equipment,2
41204,Middlefield, Flowers & Gifts,2
41205,Pittsburgh, Packing Supplies,2
41206,Pittsburgh,Commercial Real Estate,2
41207,Brecksville, Trainers,2
41208,Akron, Contractors,2
41209,Urbana, Home Organization,2
41210,Huntersville, Watches,2
41211,Laveen Village, Chicken Wings,2
41212,Cornelius,Auto Parts & Supplies,2
41213,Phoenix,Kids Activities,2
41214,Allison Park, Pets,2
41215,Vaughan, Building Supplies,2
41216,Brentwood,Pizza,2
41217,Rock Hill, Sushi Bars,2
41218,Belmont,Wedding Planning,2
41219,North Huntingdon, Pet Stores,2
41220,Mesa, Clothing Rental,2
41221,Strongsville,Thai,2
41222,Scarborough, Emergency Pet Hospital,2
41223,Vaughan,Lounges,2
41224,Akron, Diagnostic Imaging,2
41225,Etna, Beauty & Spas,2
41226,Mesa, Hair Loss Centers,2
41227,Cleveland,Motorcycle Repair,2
41228,Hudson, Custom Cakes,2
41229,Pineville,Education,2
41230,Brentwood, Damage Restoration,2
41231,Peoria,Bakeries,2
41232,Middleton,Burgers,2
41233,Indian Trail, Car Wash,2
41234,Cleveland, Electricians,2
41235,Tarentum, Health & Medical,2
41236,Lake Wylie, Steakhouses,2
41237,Phoenix, Dive Shops,2
41238,Gastonia, Towing,2
41239,McKees Rocks, Snow Removal,2
41240,Independence,Hair Salons,2
41241,Whitchurch-Stouffville,Canadian (New),2
41242,Wexford, Drywall Installation & Repair,2
41243,Cleveland Heights, Yoga,2
41244,Mc Murray, Fast Food,2
41245,Pleasant Hills,Shopping,2
41246,Woodbridge, Blow Dry/Out Services,2
41247,Coraopolis, Nurseries & Gardening,2
41248,Phoenix,Tapas Bars,2
41249,Stouffville,Pizza,2
41250,Bedford, Greek,2
41251,McMurray, Bagels,2
41252,Hudson,Home Cleaning,2
41253,McKees Rocks, Burgers,2
41254,Delson,Restaurants,2
41255,Queen Creek, Steakhouses,2
41256,Saint-Laurent, Convenience Stores,2
41257,Avondale,Breakfast & Brunch,2
41258,Tarentum, Steakhouses,2
41259,Goodyear, Food Trucks,2
41260,Monroeville, Home Health Care,2
41261,Monroe, Drugstores,2
41262,Vaughan, Wine Bars,2
41263,Scarborough,Afghan,2
41264,Aurora,Diners,2
41265,Rantoul, Auto Repair,2
41266,Richmond Hill,Medical Centers,2
41267,Cleveland Heights,Oil Change Stations,2
41268,Verona, Cosmetic Dentists,2
41269,Charlotte, Furniture Rental,2
41270,Champaign, Lawn Services,2
41271,Toronto, Bike Sharing,2
41272,Fitchburg, Printing Services,2
41273,Dollard-des-Ormeaux, Auto Detailing,2
41274,Charlotte,Face Painting,2
41275,Strongsville, Pharmacy,2
41276,Strongsville,Venues & Event Spaces,2
41277,Moon Township, Pizza,2
41278,Charlotte,Reflexology,2
41279,Hudson, Building Supplies,2
41280,North Huntingdon,Home Services,2
41281,Brook Park,Snow Removal,2
41282,Brook Park, Landscaping,2
41283,Belleville, Fashion,2
41284,Middleton, Japanese,2
41285,Cleveland,Bikes,2
41286,Mount Horeb,Food,2
41287,Surprise, Books,2
41288,Westmount, Ice Cream & Frozen Yogurt,2
41289,Richmond Hill,Makeup Artists,2
41290,Willoughby, Hot Dogs,2
41291,Scottsdale,Halal,2
41292,Kannapolis, Piercing,2
41293,Bedford,Fast Food,2
41294,Newbury, Burgers,2
41295,Fairlawn, Jewelry,2
41296,Oakville,Sushi Bars,2
41297,McCandless, Beauty & Spas,2
41298,Tempe, Trailer Rental,2
41299,Mentor, Churches,2
41300,Strongsville,Bars,2
41301,Madison, Parking,2
41302,Madison, Commercial Real Estate,2
41303,King City,Food,2
41304,Bay Village, Beaches,2
41305,Middleburg Heights, Apartments,2
41306,Olmsted Falls,Automotive,2
41307,Tempe,Grout Services,2
41308,Fisher, American (Traditional),2
41309,Wexford, Sushi Bars,2
41310,Mesa, Brazilian,2
41311,Cuyahoga Falls, Teeth Whitening,2
41312,Paradise Valley, Financial Services,2
41313,Madison,Junk Removal & Hauling,2
41314,Woodmere, Desserts,2
41315,Cave Creek, Florists,2
41316,Fairlawn, Women's Clothing,2
41317,Buckeye, Fast Food,2
41318,Bridgeville, Department Stores,2
41319,Pineville, Nail Technicians,2
41320,Pineville,Caterers,2
41321,Amherst,Ice Cream & Frozen Yogurt,2
41322,Joliette, Restaurants,2
41323,Pittsburgh, Software Development,2
41324,Dollard-des-Ormeaux,Grocery,2
41325,Ogden, Home Services,2
41326,Monona, Juice Bars & Smoothies,2
41327,Tallmadge, Specialty Food,2
41328,Wexford, Music & Video,2
41329,Canonsburg,Hardware Stores,2
41330,Sainte-Adele,French,2
41331,Tallmadge, Event Planning & Services,2
41332,North York, Cajun/Creole,2
41333,Carnegie, Real Estate,2
41334,North Las Vegas, Motorcycle Dealers,2
41335,Tempe, Allergists,2
41336,Gastonia, Heating & Air Conditioning/HVAC,2
41337,Matthews,Hardware Stores,2
41338,Cave Creek, Insurance,2
41339,Mesa, Used Bookstore,2
41340,Gilbert, Rheumatologists,2
41341,Concord,Custom Cakes,2
41342,Lakewood, Public Services & Government,2
41343,Akron, Parks,2
41344,Huntersville, Churches,2
41345,Las Vegas, Armenian,2
41346,Huntersville,Internet Service Providers,2
41347,Montreal, Sushi Bars,2
41348,Westmount, Medical Spas,2
41349,Brecksville,Active Life,2
41350,Blue Diamond, Venues & Event Spaces,2
41351,Euclid,Active Life,2
41352,Solon,Grocery,2
41353,Woodbridge,Caterers,2
41354,Huntersville, Laser Eye Surgery/Lasik,2
41355,Glenshaw, Doctors,2
41356,Clover, Cafes,2
41357,Scottsdale,Cryotherapy,2
41358,Moon Township,Pets,2
41359,Lorain, Public Services & Government,2
41360,Mentor On The Lake,Restaurants,2
41361,Hudson,Contractors,2
41362,Cleveland Heights, Parks,2
41363,Mesa,Party Equipment Rentals,2
41364,Paradise Valley, Sandwiches,2
41365,Sun City West,Ear Nose & Throat,2
41366,Mentor-on-the-Lake, Sports Bars,2
41367,North York,Junk Removal & Hauling,2
41368,Sheffield Village, Sandwiches,2
41369,Wickliffe, Hotels,2
41370,Goodyear,Cosmetic Surgeons,2
41371,Chandler, Livestock Feed & Supply,2
41372,Waxhaw, Comfort Food,2
41373,Surprise, Cardio Classes,2
41374,Etna, Hair Salons,2
41375,Bay Village, Pediatric Dentists,2
41376,Northfield, Day Spas,2
41377,Mesa,Screen Printing,2
41378,Gilbert, Patio Coverings,2
41379,Avondale, Bankruptcy Law,2
41380,Savoy, Elementary Schools,2
41381,Madison,Golf Equipment,2
41382,West Mifflin, Home Decor,2
41383,Beachwood, Dermatologists,2
41384,Scarborough,Pubs,2
41385,Lorain,Buffets,2
41386,Glendale, Spanish,2
41387,Stow, Bridal,2
41388,Wexford,Preschools,2
41389,Bethel Park, Discount Store,2
41390,Mississauga,Latin American,2
41391,Longueuil,Bars,2
41392,Lakewood,Hot Dogs,2
41393,Longueuil,Thai,2
41394,Mentor,Steakhouses,2
41395,Ajax,Health & Medical,2
41396,Fountain Hills, Home Decor,2
41397,Etobicoke,Pet Sitting,2
41398,Hinckley,Event Planning & Services,2
41399,Brossard, Poke,2
41400,Strongsville, Community Service/Non-Profit,2
41401,Stoughton, Car Dealers,2
41402,Willoughby,Day Spas,2
41403,North Versailles, Oil Change Stations,2
41404,Cleveland Heights, Appliances & Repair,2
41405,South Euclid, Soup,2
41406,Mississauga, Trailer Repair,2
41407,Painesville, Cafes,2
41408,Indian Trail,Flooring,2
41409,Las Vegas,Baseball Fields,2
41410,Willoughby, Movers,2
41411,Henderson,Used,2
41412,Trafford,Pizza,2
41413,Rantoul, Veterinarians,2
41414,Gilbert, Adult Education,2
41415,Northfield, Casinos,2
41416,Newmarket, British,2
41417,Chagrin Falls, Steakhouses,2
41418,Richmond Hill,Contractors,2
41419,Las vegas, Hair Salons,2
41420,Berea,Local Services,2
41421,Kirkland,Desserts,2
41422,Peoria, Batting Cages,2
41423,Cleveland, Holiday Decorations,2
41424,North Olmsted, Desserts,2
41425,Pittsburgh, Zoos,2
41426,Kannapolis, Car Dealers,2
41427,Monroeville,Burgers,2
41428,Olmsted Falls, Real Estate Services,2
41429,Scottsdale,Pet Boarding,2
41430,Pineville, Electronics Repair,2
41431,Willowick, Pet Stores,2
41432,Anjou,Specialty Food,2
41433,Concord,Flowers & Gifts,2
41434,Champaign,Korean,2
41435,North Royalton, Beer,2
41436,Pittsburgh, Visitor Centers,2
41437,Homestead, Candle Stores,2
41438,Cave Creek, Party & Event Planning,2
41439,Glendale,Taekwondo,2
41440,Mint Hill, Event Planning & Services,2
41441,Orange Village, Breakfast & Brunch,2
41442,Coraopolis, Oil Change Stations,2
41443,Lakewood, Painters,2
41444,Fountain Hills, Pharmacy,2
41445,Avon,Auto Parts & Supplies,2
41446,Richmond Hill,Travel Services,2
41447,Solon, Education,2
41448,Scottsdale,Infectious Disease Specialists,2
41449,Wexford,Gyms,2
41450,Newmarket,Medical Centers,2
41451,Pittsburgh,Dermatologists,2
41452,Scottsdale,Baby Gear & Furniture,2
41453,Sun City, Chinese,2
41454,North Las Vegas,Home Inspectors,2
41455,Boulder City,American (Traditional),2
41456,Avon Lake, Vegetarian,2
41457,Mooresville, Real Estate,2
41458,Waxhaw,Ice Cream & Frozen Yogurt,2
41459,Litchfield Park, Chicken Shop,2
41460,Las Vegas,Medical Law,2
41461,Tempe, Engraving,2
41462,Mentor,Dive Bars,2
41463,Akron,Discount Store,2
41464,Phoenix, Empanadas,2
41465,Allison Park, Sandwiches,2
41466,Shaker Heights, American (Traditional),2
41467,Halton Hills,Coffee & Tea,2
